,Weight,Zone,Type of Delivery,Price,Year
8910,136,4,FedEx First Overnight,916.64,2022
8911,136,4,FedEx Priority Overnight,874.48,2022
8912,136,4,FedEx Std Overnight,854.08,2022
8913,136,4,FedEx 2DAy,349.52,2022
8914,136,4,FedEx Express Saver,341.36,2022
8915,136,4,FedEx 2Day® A.M.,422.96,2022
8916,137,4,FedEx First Overnight,923.38,2022
8917,137,4,FedEx Priority Overnight,880.91,2022
8918,137,4,FedEx Std Overnight,860.36,2022
8919,137,4,FedEx 2DAy,352.09,2022
8920,137,4,FedEx Express Saver,343.87,2022
8921,137,4,FedEx 2Day® A.M.,426.07,2022
8922,138,4,FedEx First Overnight,930.12,2022
8923,138,4,FedEx Priority Overnight,887.34,2022
8924,138,4,FedEx Std Overnight,866.64,2022
8925,138,4,FedEx 2DAy,354.66,2022
8926,138,4,FedEx Express Saver,346.38,2022
8927,138,4,FedEx 2Day® A.M.,429.18,2022
8928,139,4,FedEx First Overnight,936.86,2022
8929,139,4,FedEx Priority Overnight,893.77,2022
8930,139,4,FedEx Std Overnight,872.92,2022
8931,139,4,FedEx 2DAy,357.23,2022
8932,139,4,FedEx Express Saver,348.89,2022
8933,139,4,FedEx 2Day® A.M.,432.29,2022
8934,140,4,FedEx First Overnight,943.60,2022
8935,140,4,FedEx Priority Overnight,900.20,2022
8936,140,4,FedEx Std Overnight,879.20,2022
8937,140,4,FedEx 2DAy,359.80,2022
8938,140,4,FedEx Express Saver,351.4,2022
8939,140,4,FedEx 2Day® A.M.,435.40,2022
8940,141,4,FedEx First Overnight,950.34,2022
8941,141,4,FedEx Priority Overnight,906.63,2022
8942,141,4,FedEx Std Overnight,885.48,2022
8943,141,4,FedEx 2DAy,362.37,2022
8944,141,4,FedEx Express Saver,353.91,2022
8945,141,4,FedEx 2Day® A.M.,438.51,2022
8946,142,4,FedEx First Overnight,957.08,2022
8947,142,4,FedEx Priority Overnight,913.06,2022
8948,142,4,FedEx Std Overnight,891.76,2022
8949,142,4,FedEx 2DAy,364.94,2022
8950,142,4,FedEx Express Saver,356.42,2022
8951,142,4,FedEx 2Day® A.M.,441.62,2022
8952,143,4,FedEx First Overnight,963.82,2022
8953,143,4,FedEx Priority Overnight,919.49,2022
8954,143,4,FedEx Std Overnight,898.04,2022
8955,143,4,FedEx 2DAy,367.51,2022
8956,143,4,FedEx Express Saver,358.93,2022
8957,143,4,FedEx 2Day® A.M.,444.73,2022
8958,144,4,FedEx First Overnight,970.56,2022
8959,144,4,FedEx Priority Overnight,925.92,2022
8960,144,4,FedEx Std Overnight,904.32,2022
8961,144,4,FedEx 2DAy,370.08,2022
8962,144,4,FedEx Express Saver,361.44,2022
8963,144,4,FedEx 2Day® A.M.,447.84,2022
8964,145,4,FedEx First Overnight,977.30,2022
8965,145,4,FedEx Priority Overnight,932.35,2022
8966,145,4,FedEx Std Overnight,910.60,2022
8967,145,4,FedEx 2DAy,372.65,2022
8968,145,4,FedEx Express Saver,363.95,2022
8969,145,4,FedEx 2Day® A.M.,450.95,2022
8970,146,4,FedEx First Overnight,984.04,2022
8971,146,4,FedEx Priority Overnight,938.78,2022
8972,146,4,FedEx Std Overnight,916.88,2022
8973,146,4,FedEx 2DAy,375.22,2022
8974,146,4,FedEx Express Saver,366.46,2022
8975,146,4,FedEx 2Day® A.M.,454.06,2022
8976,147,4,FedEx First Overnight,990.78,2022
8977,147,4,FedEx Priority Overnight,945.21,2022
8978,147,4,FedEx Std Overnight,923.16,2022
8979,147,4,FedEx 2DAy,377.79,2022
8980,147,4,FedEx Express Saver,368.97,2022
8981,147,4,FedEx 2Day® A.M.,457.17,2022
8982,148,4,FedEx First Overnight,997.52,2022
8983,148,4,FedEx Priority Overnight,951.64,2022
8984,148,4,FedEx Std Overnight,929.44,2022
8985,148,4,FedEx 2DAy,380.36,2022
8986,148,4,FedEx Express Saver,371.48,2022
8987,148,4,FedEx 2Day® A.M.,460.28,2022
8988,149,4,FedEx First Overnight,"1,004.26",2022
8989,149,4,FedEx Priority Overnight,958.07,2022
8990,149,4,FedEx Std Overnight,935.72,2022
8991,149,4,FedEx 2DAy,382.93,2022
8992,149,4,FedEx Express Saver,373.99,2022
8993,149,4,FedEx 2Day® A.M.,463.39,2022
8994,150,4,FedEx First Overnight,"1,011.00",2022
8995,150,4,FedEx Priority Overnight,964.50,2022
8996,150,4,FedEx Std Overnight,942.00,2022
8997,150,4,FedEx 2DAy,385.50,2022
8998,150,4,FedEx Express Saver,376.5,2022
8999,150,4,FedEx 2Day® A.M.,466.50,2022
9000,1,5,FedEx First Overnight,104.80,2022
9001,1,5,FedEx Priority Overnight,73.80,2022
9002,1,5,FedEx Std Overnight,64.09,2022
9003,1,5,FedEx 2DAy,26.39,2022
9004,1,5,FedEx Express Saver,3.03,2022
9005,1,5,FedEx 2Day® A.M.,32.01,2022
9006,2,5,FedEx First Overnight,110.23,2022
9007,2,5,FedEx Priority Overnight,79.23,2022
9008,2,5,FedEx Std Overnight,72.30,2022
9009,2,5,FedEx 2DAy,28.66,2022
9010,2,5,FedEx Express Saver,23.44,2022
9011,2,5,FedEx 2Day® A.M.,34.11,2022
9012,3,5,FedEx First Overnight,121.55,2022
9013,3,5,FedEx Priority Overnight,90.55,2022
9014,3,5,FedEx Std Overnight,80.10,2022
9015,3,5,FedEx 2DAy,31.56,2022
9016,3,5,FedEx Express Saver,26.0,2022
9017,3,5,FedEx 2Day® A.M.,37.57,2022
9018,4,5,FedEx First Overnight,130.16,2022
9019,4,5,FedEx Priority Overnight,99.16,2022
9020,4,5,FedEx Std Overnight,87.78,2022
9021,4,5,FedEx 2DAy,36.85,2022
9022,4,5,FedEx Express Saver,29.22,2022
9023,4,5,FedEx 2Day® A.M.,43.88,2022
9024,5,5,FedEx First Overnight,131.04,2022
9025,5,5,FedEx Priority Overnight,100.04,2022
9026,5,5,FedEx Std Overnight,95.44,2022
9027,5,5,FedEx 2DAy,40.94,2022
9028,5,5,FedEx Express Saver,30.42,2022
9029,5,5,FedEx 2Day® A.M.,48.71,2022
9030,6,5,FedEx First Overnight,148.02,2022
9031,6,5,FedEx Priority Overnight,117.02,2022
9032,6,5,FedEx Std Overnight,101.76,2022
9033,6,5,FedEx 2DAy,44.70,2022
9034,6,5,FedEx Express Saver,35.83,2022
9035,6,5,FedEx 2Day® A.M.,53.21,2022
9036,7,5,FedEx First Overnight,153.76,2022
9037,7,5,FedEx Priority Overnight,122.76,2022
9038,7,5,FedEx Std Overnight,110.58,2022
9039,7,5,FedEx 2DAy,48.85,2022
9040,7,5,FedEx Express Saver,36.54,2022
9041,7,5,FedEx 2Day® A.M.,58.12,2022
9042,8,5,FedEx First Overnight,158.54,2022
9043,8,5,FedEx Priority Overnight,127.54,2022
9044,8,5,FedEx Std Overnight,117.73,2022
9045,8,5,FedEx 2DAy,53.29,2022
9046,8,5,FedEx Express Saver,39.27,2022
9047,8,5,FedEx 2Day® A.M.,63.43,2022
9048,9,5,FedEx First Overnight,159.02,2022
9049,9,5,FedEx Priority Overnight,128.02,2022
9050,9,5,FedEx Std Overnight,125.27,2022
9051,9,5,FedEx 2DAy,57.20,2022
9052,9,5,FedEx Express Saver,40.86,2022
9053,9,5,FedEx 2Day® A.M.,68.09,2022
9054,10,5,FedEx First Overnight,160.81,2022
9055,10,5,FedEx Priority Overnight,129.81,2022
9056,10,5,FedEx Std Overnight,127.25,2022
9057,10,5,FedEx 2DAy,61.11,2022
9058,10,5,FedEx Express Saver,43.92,2022
9059,10,5,FedEx 2Day® A.M.,72.73,2022
9060,11,5,FedEx First Overnight,196.59,2022
9061,11,5,FedEx Priority Overnight,165.59,2022
9062,11,5,FedEx Std Overnight,141.80,2022
9063,11,5,FedEx 2DAy,65.34,2022
9064,11,5,FedEx Express Saver,46.42,2022
9065,11,5,FedEx 2Day® A.M.,73.22,2022
9066,12,5,FedEx First Overnight,204.33,2022
9067,12,5,FedEx Priority Overnight,173.33,2022
9068,12,5,FedEx Std Overnight,148.28,2022
9069,12,5,FedEx 2DAy,69.03,2022
9070,12,5,FedEx Express Saver,53.78,2022
9071,12,5,FedEx 2Day® A.M.,82.89,2022
9072,13,5,FedEx First Overnight,208.17,2022
9073,13,5,FedEx Priority Overnight,177.17,2022
9074,13,5,FedEx Std Overnight,155.16,2022
9075,13,5,FedEx 2DAy,73.17,2022
9076,13,5,FedEx Express Saver,54.8,2022
9077,13,5,FedEx 2Day® A.M.,87.07,2022
9078,14,5,FedEx First Overnight,208.56,2022
9079,14,5,FedEx Priority Overnight,177.56,2022
9080,14,5,FedEx Std Overnight,161.72,2022
9081,14,5,FedEx 2DAy,77.39,2022
9082,14,5,FedEx Express Saver,58.07,2022
9083,14,5,FedEx 2Day® A.M.,92.09,2022
9084,15,5,FedEx First Overnight,209.68,2022
9085,15,5,FedEx Priority Overnight,178.68,2022
9086,15,5,FedEx Std Overnight,168.24,2022
9087,15,5,FedEx 2DAy,80.37,2022
9088,15,5,FedEx Express Saver,60.59,2022
9089,15,5,FedEx 2Day® A.M.,95.65,2022
9090,16,5,FedEx First Overnight,231.97,2022
9091,16,5,FedEx Priority Overnight,200.97,2022
9092,16,5,FedEx Std Overnight,174.44,2022
9093,16,5,FedEx 2DAy,82.99,2022
9094,16,5,FedEx Express Saver,64.95,2022
9095,16,5,FedEx 2Day® A.M.,98.77,2022
9096,17,5,FedEx First Overnight,234.20,2022
9097,17,5,FedEx Priority Overnight,203.20,2022
9098,17,5,FedEx Std Overnight,180.07,2022
9099,17,5,FedEx 2DAy,86.97,2022
9100,17,5,FedEx Express Saver,65.57,2022
9101,17,5,FedEx 2Day® A.M.,105.47,2022
9102,18,5,FedEx First Overnight,234.44,2022
9103,18,5,FedEx Priority Overnight,203.44,2022
9104,18,5,FedEx Std Overnight,183.80,2022
9105,18,5,FedEx 2DAy,89.98,2022
9106,18,5,FedEx Express Saver,68.02,2022
9107,18,5,FedEx 2Day® A.M.,109.09,2022
9108,19,5,FedEx First Overnight,234.64,2022
9109,19,5,FedEx Priority Overnight,203.64,2022
9110,19,5,FedEx Std Overnight,187.68,2022
9111,19,5,FedEx 2DAy,93.65,2022
9112,19,5,FedEx Express Saver,70.5,2022
9113,19,5,FedEx 2Day® A.M.,113.55,2022
9114,20,5,FedEx First Overnight,235.05,2022
9115,20,5,FedEx Priority Overnight,204.05,2022
9116,20,5,FedEx Std Overnight,194.92,2022
9117,20,5,FedEx 2DAy,98.01,2022
9118,20,5,FedEx Express Saver,73.43,2022
9119,20,5,FedEx 2Day® A.M.,116.66,2022
9120,21,5,FedEx First Overnight,242.90,2022
9121,21,5,FedEx Priority Overnight,211.90,2022
9122,21,5,FedEx Std Overnight,201.33,2022
9123,21,5,FedEx 2DAy,101.33,2022
9124,21,5,FedEx Express Saver,73.73,2022
9125,21,5,FedEx 2Day® A.M.,122.87,2022
9126,22,5,FedEx First Overnight,249.05,2022
9127,22,5,FedEx Priority Overnight,218.05,2022
9128,22,5,FedEx Std Overnight,213.77,2022
9129,22,5,FedEx 2DAy,104.17,2022
9130,22,5,FedEx Express Saver,78.38,2022
9131,22,5,FedEx 2Day® A.M.,126.30,2022
9132,23,5,FedEx First Overnight,259.43,2022
9133,23,5,FedEx Priority Overnight,228.43,2022
9134,23,5,FedEx Std Overnight,219.16,2022
9135,23,5,FedEx 2DAy,107.15,2022
9136,23,5,FedEx Express Saver,80.66,2022
9137,23,5,FedEx 2Day® A.M.,129.92,2022
9138,24,5,FedEx First Overnight,268.65,2022
9139,24,5,FedEx Priority Overnight,237.65,2022
9140,24,5,FedEx Std Overnight,221.96,2022
9141,24,5,FedEx 2DAy,111.31,2022
9142,24,5,FedEx Express Saver,83.69,2022
9143,24,5,FedEx 2Day® A.M.,134.96,2022
9144,25,5,FedEx First Overnight,269.58,2022
9145,25,5,FedEx Priority Overnight,238.58,2022
9146,25,5,FedEx Std Overnight,222.67,2022
9147,25,5,FedEx 2DAy,115.13,2022
9148,25,5,FedEx Express Saver,86.56,2022
9149,25,5,FedEx 2Day® A.M.,139.62,2022
9150,26,5,FedEx First Overnight,286.05,2022
9151,26,5,FedEx Priority Overnight,255.05,2022
9152,26,5,FedEx Std Overnight,236.70,2022
9153,26,5,FedEx 2DAy,118.91,2022
9154,26,5,FedEx Express Saver,89.38,2022
9155,26,5,FedEx 2Day® A.M.,144.16,2022
9156,27,5,FedEx First Overnight,287.70,2022
9157,27,5,FedEx Priority Overnight,256.70,2022
9158,27,5,FedEx Std Overnight,240.79,2022
9159,27,5,FedEx 2DAy,123.11,2022
9160,27,5,FedEx Express Saver,94.2,2022
9161,27,5,FedEx 2Day® A.M.,149.28,2022
9162,28,5,FedEx First Overnight,295.25,2022
9163,28,5,FedEx Priority Overnight,264.25,2022
9164,28,5,FedEx Std Overnight,247.65,2022
9165,28,5,FedEx 2DAy,126.04,2022
9166,28,5,FedEx Express Saver,94.7,2022
9167,28,5,FedEx 2Day® A.M.,152.79,2022
9168,29,5,FedEx First Overnight,296.01,2022
9169,29,5,FedEx Priority Overnight,265.01,2022
9170,29,5,FedEx Std Overnight,249.10,2022
9171,29,5,FedEx 2DAy,129.03,2022
9172,29,5,FedEx Express Saver,97.16,2022
9173,29,5,FedEx 2Day® A.M.,156.45,2022
9174,30,5,FedEx First Overnight,298.34,2022
9175,30,5,FedEx Priority Overnight,267.34,2022
9176,30,5,FedEx Std Overnight,251.42,2022
9177,30,5,FedEx 2DAy,133.25,2022
9178,30,5,FedEx Express Saver,100.18,2022
9179,30,5,FedEx 2Day® A.M.,161.58,2022
9180,31,5,FedEx First Overnight,310.28,2022
9181,31,5,FedEx Priority Overnight,279.28,2022
9182,31,5,FedEx Std Overnight,263.37,2022
9183,31,5,FedEx 2DAy,136.24,2022
9184,31,5,FedEx Express Saver,104.73,2022
9185,31,5,FedEx 2Day® A.M.,165.19,2022
9186,32,5,FedEx First Overnight,311.48,2022
9187,32,5,FedEx Priority Overnight,280.48,2022
9188,32,5,FedEx Std Overnight,264.57,2022
9189,32,5,FedEx 2DAy,139.54,2022
9190,32,5,FedEx Express Saver,105.19,2022
9191,32,5,FedEx 2Day® A.M.,166.05,2022
9192,33,5,FedEx First Overnight,330.23,2022
9193,33,5,FedEx Priority Overnight,299.23,2022
9194,33,5,FedEx Std Overnight,276.02,2022
9195,33,5,FedEx 2DAy,142.51,2022
9196,33,5,FedEx Express Saver,108.07,2022
9197,33,5,FedEx 2Day® A.M.,172.80,2022
9198,34,5,FedEx First Overnight,332.11,2022
9199,34,5,FedEx Priority Overnight,301.11,2022
9200,34,5,FedEx Std Overnight,280.99,2022
9201,34,5,FedEx 2DAy,147.51,2022
9202,34,5,FedEx Express Saver,110.69,2022
9203,34,5,FedEx 2Day® A.M.,175.55,2022
9204,35,5,FedEx First Overnight,332.46,2022
9205,35,5,FedEx Priority Overnight,301.46,2022
9206,35,5,FedEx Std Overnight,285.54,2022
9207,35,5,FedEx 2DAy,150.42,2022
9208,35,5,FedEx Express Saver,113.47,2022
9209,35,5,FedEx 2Day® A.M.,176.18,2022
9210,36,5,FedEx First Overnight,338.54,2022
9211,36,5,FedEx Priority Overnight,307.54,2022
9212,36,5,FedEx Std Overnight,291.62,2022
9213,36,5,FedEx 2DAy,153.51,2022
9214,36,5,FedEx Express Saver,113.87,2022
9215,36,5,FedEx 2Day® A.M.,182.64,2022
9216,37,5,FedEx First Overnight,356.97,2022
9217,37,5,FedEx Priority Overnight,325.97,2022
9218,37,5,FedEx Std Overnight,299.61,2022
9219,37,5,FedEx 2DAy,157.48,2022
9220,37,5,FedEx Express Saver,118.72,2022
9221,37,5,FedEx 2Day® A.M.,183.30,2022
9222,38,5,FedEx First Overnight,358.82,2022
9223,38,5,FedEx Priority Overnight,327.82,2022
9224,38,5,FedEx Std Overnight,306.77,2022
9225,38,5,FedEx 2DAy,160.66,2022
9226,38,5,FedEx Express Saver,121.52,2022
9227,38,5,FedEx 2Day® A.M.,183.54,2022
9228,39,5,FedEx First Overnight,359.06,2022
9229,39,5,FedEx Priority Overnight,328.06,2022
9230,39,5,FedEx Std Overnight,312.04,2022
9231,39,5,FedEx 2DAy,163.86,2022
9232,39,5,FedEx Express Saver,124.2,2022
9233,39,5,FedEx 2Day® A.M.,187.41,2022
9234,40,5,FedEx First Overnight,359.48,2022
9235,40,5,FedEx Priority Overnight,328.48,2022
9236,40,5,FedEx Std Overnight,312.57,2022
9237,40,5,FedEx 2DAy,167.55,2022
9238,40,5,FedEx Express Saver,125.32,2022
9239,40,5,FedEx 2Day® A.M.,203.15,2022
9240,41,5,FedEx First Overnight,367.88,2022
9241,41,5,FedEx Priority Overnight,336.88,2022
9242,41,5,FedEx Std Overnight,320.98,2022
9243,41,5,FedEx 2DAy,170.63,2022
9244,41,5,FedEx Express Saver,129.78,2022
9245,41,5,FedEx 2Day® A.M.,204.73,2022
9246,42,5,FedEx First Overnight,373.04,2022
9247,42,5,FedEx Priority Overnight,342.04,2022
9248,42,5,FedEx Std Overnight,326.13,2022
9249,42,5,FedEx 2DAy,174.23,2022
9250,42,5,FedEx Express Saver,133.12,2022
9251,42,5,FedEx 2Day® A.M.,211.27,2022
9252,43,5,FedEx First Overnight,382.21,2022
9253,43,5,FedEx Priority Overnight,351.21,2022
9254,43,5,FedEx Std Overnight,335.29,2022
9255,43,5,FedEx 2DAy,177.14,2022
9256,43,5,FedEx Express Saver,135.59,2022
9257,43,5,FedEx 2Day® A.M.,214.81,2022
9258,44,5,FedEx First Overnight,391.81,2022
9259,44,5,FedEx Priority Overnight,360.81,2022
9260,44,5,FedEx Std Overnight,344.89,2022
9261,44,5,FedEx 2DAy,180.29,2022
9262,44,5,FedEx Express Saver,138.38,2022
9263,44,5,FedEx 2Day® A.M.,218.61,2022
9264,45,5,FedEx First Overnight,395.38,2022
9265,45,5,FedEx Priority Overnight,364.38,2022
9266,45,5,FedEx Std Overnight,348.47,2022
9267,45,5,FedEx 2DAy,182.80,2022
9268,45,5,FedEx Express Saver,141.41,2022
9269,45,5,FedEx 2Day® A.M.,221.66,2022
9270,46,5,FedEx First Overnight,405.33,2022
9271,46,5,FedEx Priority Overnight,374.33,2022
9272,46,5,FedEx Std Overnight,358.41,2022
9273,46,5,FedEx 2DAy,184.66,2022
9274,46,5,FedEx Express Saver,146.47,2022
9275,46,5,FedEx 2Day® A.M.,225.03,2022
9276,47,5,FedEx First Overnight,406.80,2022
9277,47,5,FedEx Priority Overnight,375.80,2022
9278,47,5,FedEx Std Overnight,359.89,2022
9279,47,5,FedEx 2DAy,184.90,2022
9280,47,5,FedEx Express Saver,146.98,2022
9281,47,5,FedEx 2Day® A.M.,228.17,2022
9282,48,5,FedEx First Overnight,409.64,2022
9283,48,5,FedEx Priority Overnight,378.64,2022
9284,48,5,FedEx Std Overnight,362.72,2022
9285,48,5,FedEx 2DAy,185.13,2022
9286,48,5,FedEx Express Saver,151.87,2022
9287,48,5,FedEx 2Day® A.M.,231.53,2022
9288,49,5,FedEx First Overnight,409.93,2022
9289,49,5,FedEx Priority Overnight,378.93,2022
9290,49,5,FedEx Std Overnight,363.01,2022
9291,49,5,FedEx 2DAy,185.36,2022
9292,49,5,FedEx Express Saver,152.36,2022
9293,49,5,FedEx 2Day® A.M.,231.87,2022
9294,50,5,FedEx First Overnight,411.63,2022
9295,50,5,FedEx Priority Overnight,380.63,2022
9296,50,5,FedEx Std Overnight,364.71,2022
9297,50,5,FedEx 2DAy,185.69,2022
9298,50,5,FedEx Express Saver,152.62,2022
9299,50,5,FedEx 2Day® A.M.,236.04,2022
9300,51,5,FedEx First Overnight,445.53,2022
9301,51,5,FedEx Priority Overnight,414.53,2022
9302,51,5,FedEx Std Overnight,398.61,2022
9303,51,5,FedEx 2DAy,191.98,2022
9304,51,5,FedEx Express Saver,157.79,2022
9305,51,5,FedEx 2Day® A.M.,244.50,2022
9306,52,5,FedEx First Overnight,453.65,2022
9307,52,5,FedEx Priority Overnight,422.65,2022
9308,52,5,FedEx Std Overnight,406.74,2022
9309,52,5,FedEx 2DAy,202.54,2022
9310,52,5,FedEx Express Saver,158.31,2022
9311,52,5,FedEx 2Day® A.M.,245.36,2022
9312,53,5,FedEx First Overnight,461.98,2022
9313,53,5,FedEx Priority Overnight,430.98,2022
9314,53,5,FedEx Std Overnight,415.07,2022
9315,53,5,FedEx 2DAy,204.04,2022
9316,53,5,FedEx Express Saver,167.1,2022
9317,53,5,FedEx 2Day® A.M.,245.94,2022
9318,54,5,FedEx First Overnight,462.82,2022
9319,54,5,FedEx Priority Overnight,431.82,2022
9320,54,5,FedEx Std Overnight,415.91,2022
9321,54,5,FedEx 2DAy,204.51,2022
9322,54,5,FedEx Express Saver,170.21,2022
9323,54,5,FedEx 2Day® A.M.,257.23,2022
9324,55,5,FedEx First Overnight,463.88,2022
9325,55,5,FedEx Priority Overnight,432.88,2022
9326,55,5,FedEx Std Overnight,416.97,2022
9327,55,5,FedEx 2DAy,204.98,2022
9328,55,5,FedEx Express Saver,172.72,2022
9329,55,5,FedEx 2Day® A.M.,258.37,2022
9330,56,5,FedEx First Overnight,475.76,2022
9331,56,5,FedEx Priority Overnight,444.76,2022
9332,56,5,FedEx Std Overnight,428.85,2022
9333,56,5,FedEx 2DAy,205.57,2022
9334,56,5,FedEx Express Saver,175.85,2022
9335,56,5,FedEx 2Day® A.M.,259.06,2022
9336,57,5,FedEx First Overnight,476.95,2022
9337,57,5,FedEx Priority Overnight,445.95,2022
9338,57,5,FedEx Std Overnight,430.04,2022
9339,57,5,FedEx 2DAy,217.18,2022
9340,57,5,FedEx Express Saver,178.55,2022
9341,57,5,FedEx 2Day® A.M.,271.74,2022
9342,58,5,FedEx First Overnight,477.38,2022
9343,58,5,FedEx Priority Overnight,446.38,2022
9344,58,5,FedEx Std Overnight,430.46,2022
9345,58,5,FedEx 2DAy,218.35,2022
9346,58,5,FedEx Express Saver,181.35,2022
9347,58,5,FedEx 2Day® A.M.,273.02,2022
9348,59,5,FedEx First Overnight,484.10,2022
9349,59,5,FedEx Priority Overnight,453.10,2022
9350,59,5,FedEx Std Overnight,437.19,2022
9351,59,5,FedEx 2DAy,218.83,2022
9352,59,5,FedEx Express Saver,183.63,2022
9353,59,5,FedEx 2Day® A.M.,273.55,2022
9354,60,5,FedEx First Overnight,484.78,2022
9355,60,5,FedEx Priority Overnight,453.78,2022
9356,60,5,FedEx Std Overnight,437.87,2022
9357,60,5,FedEx 2DAy,224.93,2022
9358,60,5,FedEx Express Saver,184.11,2022
9359,60,5,FedEx 2Day® A.M.,283.93,2022
9360,61,5,FedEx First Overnight,497.92,2022
9361,61,5,FedEx Priority Overnight,466.92,2022
9362,61,5,FedEx Std Overnight,451.00,2022
9363,61,5,FedEx 2DAy,225.55,2022
9364,61,5,FedEx Express Saver,190.35,2022
9365,61,5,FedEx 2Day® A.M.,284.98,2022
9366,62,5,FedEx First Overnight,503.72,2022
9367,62,5,FedEx Priority Overnight,472.72,2022
9368,62,5,FedEx Std Overnight,456.81,2022
9369,62,5,FedEx 2DAy,226.02,2022
9370,62,5,FedEx Express Saver,192.97,2022
9371,62,5,FedEx 2Day® A.M.,285.54,2022
9372,63,5,FedEx First Overnight,504.39,2022
9373,63,5,FedEx Priority Overnight,473.39,2022
9374,63,5,FedEx Std Overnight,457.48,2022
9375,63,5,FedEx 2DAy,230.70,2022
9376,63,5,FedEx Express Saver,195.99,2022
9377,63,5,FedEx 2Day® A.M.,296.62,2022
9378,64,5,FedEx First Overnight,517.67,2022
9379,64,5,FedEx Priority Overnight,486.67,2022
9380,64,5,FedEx Std Overnight,470.75,2022
9381,64,5,FedEx 2DAy,231.17,2022
9382,64,5,FedEx Express Saver,198.61,2022
9383,64,5,FedEx 2Day® A.M.,297.73,2022
9384,65,5,FedEx First Overnight,522.98,2022
9385,65,5,FedEx Priority Overnight,491.98,2022
9386,65,5,FedEx Std Overnight,476.07,2022
9387,65,5,FedEx 2DAy,237.31,2022
9388,65,5,FedEx Express Saver,200.68,2022
9389,65,5,FedEx 2Day® A.M.,298.16,2022
9390,66,5,FedEx First Overnight,538.31,2022
9391,66,5,FedEx Priority Overnight,507.31,2022
9392,66,5,FedEx Std Overnight,491.40,2022
9393,66,5,FedEx 2DAy,237.93,2022
9394,66,5,FedEx Express Saver,201.17,2022
9395,66,5,FedEx 2Day® A.M.,302.66,2022
9396,67,5,FedEx First Overnight,539.85,2022
9397,67,5,FedEx Priority Overnight,508.85,2022
9398,67,5,FedEx Std Overnight,492.94,2022
9399,67,5,FedEx 2DAy,238.40,2022
9400,67,5,FedEx Express Saver,201.65,2022
9401,67,5,FedEx 2Day® A.M.,303.15,2022
9402,68,5,FedEx First Overnight,546.13,2022
9403,68,5,FedEx Priority Overnight,515.13,2022
9404,68,5,FedEx Std Overnight,499.22,2022
9405,68,5,FedEx 2DAy,238.87,2022
9406,68,5,FedEx Express Saver,209.37,2022
9407,68,5,FedEx 2Day® A.M.,303.66,2022
9408,69,5,FedEx First Overnight,547.58,2022
9409,69,5,FedEx Priority Overnight,516.58,2022
9410,69,5,FedEx Std Overnight,500.67,2022
9411,69,5,FedEx 2DAy,239.91,2022
9412,69,5,FedEx Express Saver,210.15,2022
9413,69,5,FedEx 2Day® A.M.,304.15,2022
9414,70,5,FedEx First Overnight,548.02,2022
9415,70,5,FedEx Priority Overnight,517.02,2022
9416,70,5,FedEx Std Overnight,501.11,2022
9417,70,5,FedEx 2DAy,260.25,2022
9418,70,5,FedEx Express Saver,215.46,2022
9419,70,5,FedEx 2Day® A.M.,304.65,2022
9420,71,5,FedEx First Overnight,548.94,2022
9421,71,5,FedEx Priority Overnight,517.94,2022
9422,71,5,FedEx Std Overnight,502.03,2022
9423,71,5,FedEx 2DAy,262.30,2022
9424,71,5,FedEx Express Saver,217.29,2022
9425,71,5,FedEx 2Day® A.M.,305.14,2022
9426,72,5,FedEx First Overnight,566.34,2022
9427,72,5,FedEx Priority Overnight,535.34,2022
9428,72,5,FedEx Std Overnight,519.43,2022
9429,72,5,FedEx 2DAy,262.76,2022
9430,72,5,FedEx Express Saver,220.3,2022
9431,72,5,FedEx 2Day® A.M.,305.65,2022
9432,73,5,FedEx First Overnight,568.08,2022
9433,73,5,FedEx Priority Overnight,537.08,2022
9434,73,5,FedEx Std Overnight,521.17,2022
9435,73,5,FedEx 2DAy,267.08,2022
9436,73,5,FedEx Express Saver,221.25,2022
9437,73,5,FedEx 2Day® A.M.,306.13,2022
9438,74,5,FedEx First Overnight,568.52,2022
9439,74,5,FedEx Priority Overnight,537.52,2022
9440,74,5,FedEx Std Overnight,521.60,2022
9441,74,5,FedEx 2DAy,267.55,2022
9442,74,5,FedEx Express Saver,221.73,2022
9443,74,5,FedEx 2Day® A.M.,306.63,2022
9444,75,5,FedEx First Overnight,569.40,2022
9445,75,5,FedEx Priority Overnight,538.40,2022
9446,75,5,FedEx Std Overnight,522.48,2022
9447,75,5,FedEx 2DAy,272.94,2022
9448,75,5,FedEx Express Saver,222.71,2022
9449,75,5,FedEx 2Day® A.M.,307.63,2022
9450,76,5,FedEx First Overnight,573.99,2022
9451,76,5,FedEx Priority Overnight,542.99,2022
9452,76,5,FedEx Std Overnight,527.08,2022
9453,76,5,FedEx 2DAy,274.91,2022
9454,76,5,FedEx Express Saver,223.66,2022
9455,76,5,FedEx 2Day® A.M.,312.72,2022
9456,77,5,FedEx First Overnight,591.36,2022
9457,77,5,FedEx Priority Overnight,560.36,2022
9458,77,5,FedEx Std Overnight,544.45,2022
9459,77,5,FedEx 2DAy,275.85,2022
9460,77,5,FedEx Express Saver,224.64,2022
9461,77,5,FedEx 2Day® A.M.,328.95,2022
9462,78,5,FedEx First Overnight,604.50,2022
9463,78,5,FedEx Priority Overnight,573.50,2022
9464,78,5,FedEx Std Overnight,557.58,2022
