,Weight,Zone,Type of Delivery,Price,Year
1674,130,3,FedEx First Overnight,484.90,2021
1675,130,3,FedEx Priority Overnight,444.60,2021
1676,130,3,FedEx Std Overnight,435.50,2021
1677,130,3,FedEx 2DAy,248.3,2021
1678,130,3,FedEx Express Saver,234.00,2021
1679,130,3,FedEx 2Day® A.M.,282.10,2021
1680,131,3,FedEx First Overnight,488.63,2021
1681,131,3,FedEx Priority Overnight,448.02,2021
1682,131,3,FedEx Std Overnight,438.85,2021
1683,131,3,FedEx 2DAy,250.21,2021
1684,131,3,FedEx Express Saver,235.80,2021
1685,131,3,FedEx 2Day® A.M.,284.27,2021
1686,132,3,FedEx First Overnight,492.36,2021
1687,132,3,FedEx Priority Overnight,451.44,2021
1688,132,3,FedEx Std Overnight,442.20,2021
1689,132,3,FedEx 2DAy,252.12,2021
1690,132,3,FedEx Express Saver,237.60,2021
1691,132,3,FedEx 2Day® A.M.,286.44,2021
1692,133,3,FedEx First Overnight,496.09,2021
1693,133,3,FedEx Priority Overnight,454.86,2021
1694,133,3,FedEx Std Overnight,445.55,2021
1695,133,3,FedEx 2DAy,254.03,2021
1696,133,3,FedEx Express Saver,239.40,2021
1697,133,3,FedEx 2Day® A.M.,288.61,2021
1698,134,3,FedEx First Overnight,499.82,2021
1699,134,3,FedEx Priority Overnight,458.28,2021
1700,134,3,FedEx Std Overnight,448.90,2021
1701,134,3,FedEx 2DAy,255.94,2021
1702,134,3,FedEx Express Saver,241.20,2021
1703,134,3,FedEx 2Day® A.M.,290.78,2021
1704,135,3,FedEx First Overnight,503.55,2021
1705,135,3,FedEx Priority Overnight,461.70,2021
1706,135,3,FedEx Std Overnight,452.25,2021
1707,135,3,FedEx 2DAy,257.85,2021
1708,135,3,FedEx Express Saver,243.00,2021
1709,135,3,FedEx 2Day® A.M.,292.95,2021
1710,136,3,FedEx First Overnight,507.28,2021
1711,136,3,FedEx Priority Overnight,465.12,2021
1712,136,3,FedEx Std Overnight,455.60,2021
1713,136,3,FedEx 2DAy,259.76,2021
1714,136,3,FedEx Express Saver,244.80,2021
1715,136,3,FedEx 2Day® A.M.,295.12,2021
1716,137,3,FedEx First Overnight,511.01,2021
1717,137,3,FedEx Priority Overnight,468.54,2021
1718,137,3,FedEx Std Overnight,458.95,2021
1719,137,3,FedEx 2DAy,261.67,2021
1720,137,3,FedEx Express Saver,246.60,2021
1721,137,3,FedEx 2Day® A.M.,297.29,2021
1722,138,3,FedEx First Overnight,514.74,2021
1723,138,3,FedEx Priority Overnight,471.96,2021
1724,138,3,FedEx Std Overnight,462.30,2021
1725,138,3,FedEx 2DAy,263.58,2021
1726,138,3,FedEx Express Saver,248.40,2021
1727,138,3,FedEx 2Day® A.M.,299.46,2021
1728,139,3,FedEx First Overnight,518.47,2021
1729,139,3,FedEx Priority Overnight,475.38,2021
1730,139,3,FedEx Std Overnight,465.65,2021
1731,139,3,FedEx 2DAy,265.49,2021
1732,139,3,FedEx Express Saver,250.20,2021
1733,139,3,FedEx 2Day® A.M.,301.63,2021
1734,140,3,FedEx First Overnight,522.20,2021
1735,140,3,FedEx Priority Overnight,478.80,2021
1736,140,3,FedEx Std Overnight,469.00,2021
1737,140,3,FedEx 2DAy,267.4,2021
1738,140,3,FedEx Express Saver,252.00,2021
1739,140,3,FedEx 2Day® A.M.,303.80,2021
1740,141,3,FedEx First Overnight,525.93,2021
1741,141,3,FedEx Priority Overnight,482.22,2021
1742,141,3,FedEx Std Overnight,472.35,2021
1743,141,3,FedEx 2DAy,269.31,2021
1744,141,3,FedEx Express Saver,253.80,2021
1745,141,3,FedEx 2Day® A.M.,305.97,2021
1746,142,3,FedEx First Overnight,529.66,2021
1747,142,3,FedEx Priority Overnight,485.64,2021
1748,142,3,FedEx Std Overnight,475.70,2021
1749,142,3,FedEx 2DAy,271.22,2021
1750,142,3,FedEx Express Saver,255.60,2021
1751,142,3,FedEx 2Day® A.M.,308.14,2021
1752,143,3,FedEx First Overnight,533.39,2021
1753,143,3,FedEx Priority Overnight,489.06,2021
1754,143,3,FedEx Std Overnight,479.05,2021
1755,143,3,FedEx 2DAy,273.13,2021
1756,143,3,FedEx Express Saver,257.40,2021
1757,143,3,FedEx 2Day® A.M.,310.31,2021
1758,144,3,FedEx First Overnight,537.12,2021
1759,144,3,FedEx Priority Overnight,492.48,2021
1760,144,3,FedEx Std Overnight,482.40,2021
1761,144,3,FedEx 2DAy,275.04,2021
1762,144,3,FedEx Express Saver,259.20,2021
1763,144,3,FedEx 2Day® A.M.,312.48,2021
1764,145,3,FedEx First Overnight,540.85,2021
1765,145,3,FedEx Priority Overnight,495.90,2021
1766,145,3,FedEx Std Overnight,485.75,2021
1767,145,3,FedEx 2DAy,276.95,2021
1768,145,3,FedEx Express Saver,261.00,2021
1769,145,3,FedEx 2Day® A.M.,314.65,2021
1770,146,3,FedEx First Overnight,544.58,2021
1771,146,3,FedEx Priority Overnight,499.32,2021
1772,146,3,FedEx Std Overnight,489.10,2021
1773,146,3,FedEx 2DAy,278.86,2021
1774,146,3,FedEx Express Saver,262.80,2021
1775,146,3,FedEx 2Day® A.M.,316.82,2021
1776,147,3,FedEx First Overnight,548.31,2021
1777,147,3,FedEx Priority Overnight,502.74,2021
1778,147,3,FedEx Std Overnight,492.45,2021
1779,147,3,FedEx 2DAy,280.77,2021
1780,147,3,FedEx Express Saver,264.60,2021
1781,147,3,FedEx 2Day® A.M.,318.99,2021
1782,148,3,FedEx First Overnight,552.04,2021
1783,148,3,FedEx Priority Overnight,506.16,2021
1784,148,3,FedEx Std Overnight,495.80,2021
1785,148,3,FedEx 2DAy,282.68,2021
1786,148,3,FedEx Express Saver,266.40,2021
1787,148,3,FedEx 2Day® A.M.,321.16,2021
1788,149,3,FedEx First Overnight,555.77,2021
1789,149,3,FedEx Priority Overnight,509.58,2021
1790,149,3,FedEx Std Overnight,499.15,2021
1791,149,3,FedEx 2DAy,284.59,2021
1792,149,3,FedEx Express Saver,268.20,2021
1793,149,3,FedEx 2Day® A.M.,323.33,2021
1794,150,3,FedEx First Overnight,559.50,2021
1795,150,3,FedEx Priority Overnight,513.00,2021
1796,150,3,FedEx Std Overnight,502.50,2021
1797,150,3,FedEx 2DAy,286.5,2021
1798,150,3,FedEx Express Saver,270.00,2021
1799,150,3,FedEx 2Day® A.M.,325.50,2021
1800,1,4,FedEx First Overnight,93.09,2021
1801,1,4,FedEx Priority Overnight,62.09,2021
1802,1,4,FedEx Std Overnight,53.82,2021
1803,1,4,FedEx 2DAy,21.78,2021
1804,1,4,FedEx Express Saver,18.55,2021
1805,1,4,FedEx 2Day® A.M.,24.29,2021
1806,2,4,FedEx First Overnight,98.80,2021
1807,2,4,FedEx Priority Overnight,67.80,2021
1808,2,4,FedEx Std Overnight,61.89,2021
1809,2,4,FedEx 2DAy,22.63,2021
1810,2,4,FedEx Express Saver,18.89,2021
1811,2,4,FedEx 2Day® A.M.,24.51,2021
1812,3,4,FedEx First Overnight,106.08,2021
1813,3,4,FedEx Priority Overnight,75.08,2021
1814,3,4,FedEx Std Overnight,68.64,2021
1815,3,4,FedEx 2DAy,23.95,2021
1816,3,4,FedEx Express Saver,20.96,2021
1817,3,4,FedEx 2Day® A.M.,25.95,2021
1818,4,4,FedEx First Overnight,114.98,2021
1819,4,4,FedEx Priority Overnight,83.98,2021
1820,4,4,FedEx Std Overnight,74.36,2021
1821,4,4,FedEx 2DAy,25.93,2021
1822,4,4,FedEx Express Saver,22.79,2021
1823,4,4,FedEx 2Day® A.M.,28.10,2021
1824,5,4,FedEx First Overnight,116.75,2021
1825,5,4,FedEx Priority Overnight,85.75,2021
1826,5,4,FedEx Std Overnight,79.10,2021
1827,5,4,FedEx 2DAy,28.19,2021
1828,5,4,FedEx Express Saver,24.04,2021
1829,5,4,FedEx 2Day® A.M.,31.22,2021
1830,6,4,FedEx First Overnight,127.42,2021
1831,6,4,FedEx Priority Overnight,96.42,2021
1832,6,4,FedEx Std Overnight,88.00,2021
1833,6,4,FedEx 2DAy,30.72,2021
1834,6,4,FedEx Express Saver,27.46,2021
1835,6,4,FedEx 2Day® A.M.,34.03,2021
1836,7,4,FedEx First Overnight,131.74,2021
1837,7,4,FedEx Priority Overnight,100.74,2021
1838,7,4,FedEx Std Overnight,94.17,2021
1839,7,4,FedEx 2DAy,33.32,2021
1840,7,4,FedEx Express Saver,29.68,2021
1841,7,4,FedEx 2Day® A.M.,36.92,2021
1842,8,4,FedEx First Overnight,136.11,2021
1843,8,4,FedEx Priority Overnight,105.11,2021
1844,8,4,FedEx Std Overnight,99.45,2021
1845,8,4,FedEx 2DAy,35.65,2021
1846,8,4,FedEx Express Saver,30.69,2021
1847,8,4,FedEx 2Day® A.M.,39.49,2021
1848,9,4,FedEx First Overnight,139.87,2021
1849,9,4,FedEx Priority Overnight,108.87,2021
1850,9,4,FedEx Std Overnight,106.00,2021
1851,9,4,FedEx 2DAy,38.52,2021
1852,9,4,FedEx Express Saver,32.75,2021
1853,9,4,FedEx 2Day® A.M.,42.67,2021
1854,10,4,FedEx First Overnight,141.08,2021
1855,10,4,FedEx Priority Overnight,110.08,2021
1856,10,4,FedEx Std Overnight,107.92,2021
1857,10,4,FedEx 2DAy,41.48,2021
1858,10,4,FedEx Express Saver,33.61,2021
1859,10,4,FedEx 2Day® A.M.,45.96,2021
1860,11,4,FedEx First Overnight,165.28,2021
1861,11,4,FedEx Priority Overnight,134.28,2021
1862,11,4,FedEx Std Overnight,118.84,2021
1863,11,4,FedEx 2DAy,43.39,2021
1864,11,4,FedEx Express Saver,37.06,2021
1865,11,4,FedEx 2Day® A.M.,46.60,2021
1866,12,4,FedEx First Overnight,168.30,2021
1867,12,4,FedEx Priority Overnight,137.30,2021
1868,12,4,FedEx Std Overnight,125.38,2021
1869,12,4,FedEx 2DAy,45.77,2021
1870,12,4,FedEx Express Saver,40.42,2021
1871,12,4,FedEx 2Day® A.M.,50.71,2021
1872,13,4,FedEx First Overnight,171.39,2021
1873,13,4,FedEx Priority Overnight,140.39,2021
1874,13,4,FedEx Std Overnight,131.35,2021
1875,13,4,FedEx 2DAy,47.54,2021
1876,13,4,FedEx Express Saver,41.28,2021
1877,13,4,FedEx 2Day® A.M.,51.48,2021
1878,14,4,FedEx First Overnight,177.53,2021
1879,14,4,FedEx Priority Overnight,146.53,2021
1880,14,4,FedEx Std Overnight,138.04,2021
1881,14,4,FedEx 2DAy,50.63,2021
1882,14,4,FedEx Express Saver,44.78,2021
1883,14,4,FedEx 2Day® A.M.,56.08,2021
1884,15,4,FedEx First Overnight,180.08,2021
1885,15,4,FedEx Priority Overnight,149.08,2021
1886,15,4,FedEx Std Overnight,141.61,2021
1887,15,4,FedEx 2DAy,53.1,2021
1888,15,4,FedEx Express Saver,46.79,2021
1889,15,4,FedEx 2Day® A.M.,58.81,2021
1890,16,4,FedEx First Overnight,190.57,2021
1891,16,4,FedEx Priority Overnight,159.57,2021
1892,16,4,FedEx Std Overnight,149.68,2021
1893,16,4,FedEx 2DAy,55.42,2021
1894,16,4,FedEx Express Saver,48.41,2021
1895,16,4,FedEx 2Day® A.M.,61.38,2021
1896,17,4,FedEx First Overnight,199.47,2021
1897,17,4,FedEx Priority Overnight,168.47,2021
1898,17,4,FedEx Std Overnight,153.93,2021
1899,17,4,FedEx 2DAy,57.81,2021
1900,17,4,FedEx Express Saver,50.42,2021
1901,17,4,FedEx 2Day® A.M.,64.03,2021
1902,18,4,FedEx First Overnight,200.50,2021
1903,18,4,FedEx Priority Overnight,169.50,2021
1904,18,4,FedEx Std Overnight,158.56,2021
1905,18,4,FedEx 2DAy,59.91,2021
1906,18,4,FedEx Express Saver,52.36,2021
1907,18,4,FedEx 2Day® A.M.,66.34,2021
1908,19,4,FedEx First Overnight,200.70,2021
1909,19,4,FedEx Priority Overnight,169.70,2021
1910,19,4,FedEx Std Overnight,162.34,2021
1911,19,4,FedEx 2DAy,61.69,2021
1912,19,4,FedEx Express Saver,54.18,2021
1913,19,4,FedEx 2Day® A.M.,68.32,2021
1914,20,4,FedEx First Overnight,201.48,2021
1915,20,4,FedEx Priority Overnight,170.48,2021
1916,20,4,FedEx Std Overnight,166.73,2021
1917,20,4,FedEx 2DAy,64.07,2021
1918,20,4,FedEx Express Saver,55.23,2021
1919,20,4,FedEx 2Day® A.M.,70.94,2021
1920,21,4,FedEx First Overnight,216.99,2021
1921,21,4,FedEx Priority Overnight,185.99,2021
1922,21,4,FedEx Std Overnight,176.69,2021
1923,21,4,FedEx 2DAy,66.48,2021
1924,21,4,FedEx Express Saver,57.05,2021
1925,21,4,FedEx 2Day® A.M.,73.61,2021
1926,22,4,FedEx First Overnight,221.78,2021
1927,22,4,FedEx Priority Overnight,190.78,2021
1928,22,4,FedEx Std Overnight,181.25,2021
1929,22,4,FedEx 2DAy,68.31,2021
1930,22,4,FedEx Express Saver,59.54,2021
1931,22,4,FedEx 2Day® A.M.,78.54,2021
1932,23,4,FedEx First Overnight,227.07,2021
1933,23,4,FedEx Priority Overnight,196.07,2021
1934,23,4,FedEx Std Overnight,186.28,2021
1935,23,4,FedEx 2DAy,70.77,2021
1936,23,4,FedEx Express Saver,63.50,2021
1937,23,4,FedEx 2Day® A.M.,81.37,2021
1938,24,4,FedEx First Overnight,229.88,2021
1939,24,4,FedEx Priority Overnight,198.88,2021
1940,24,4,FedEx Std Overnight,188.44,2021
1941,24,4,FedEx 2DAy,73.03,2021
1942,24,4,FedEx Express Saver,65.10,2021
1943,24,4,FedEx 2Day® A.M.,83.20,2021
1944,25,4,FedEx First Overnight,236.53,2021
1945,25,4,FedEx Priority Overnight,205.53,2021
1946,25,4,FedEx Std Overnight,190.53,2021
1947,25,4,FedEx 2DAy,74.41,2021
1948,25,4,FedEx Express Saver,67.26,2021
1949,25,4,FedEx 2Day® A.M.,83.96,2021
1950,26,4,FedEx First Overnight,248.44,2021
1951,26,4,FedEx Priority Overnight,217.44,2021
1952,26,4,FedEx Std Overnight,202.44,2021
1953,26,4,FedEx 2DAy,77.17,2021
1954,26,4,FedEx Express Saver,69.46,2021
1955,26,4,FedEx 2Day® A.M.,88.73,2021
1956,27,4,FedEx First Overnight,253.81,2021
1957,27,4,FedEx Priority Overnight,222.81,2021
1958,27,4,FedEx Std Overnight,207.81,2021
1959,27,4,FedEx 2DAy,79.14,2021
1960,27,4,FedEx Express Saver,72.08,2021
1961,27,4,FedEx 2Day® A.M.,91.78,2021
1962,28,4,FedEx First Overnight,259.80,2021
1963,28,4,FedEx Priority Overnight,228.80,2021
1964,28,4,FedEx Std Overnight,213.80,2021
1965,28,4,FedEx 2DAy,80.96,2021
1966,28,4,FedEx Express Saver,73.89,2021
1967,28,4,FedEx 2Day® A.M.,92.09,2021
1968,29,4,FedEx First Overnight,265.01,2021
1969,29,4,FedEx Priority Overnight,234.01,2021
1970,29,4,FedEx Std Overnight,219.01,2021
1971,29,4,FedEx 2DAy,83.36,2021
1972,29,4,FedEx Express Saver,76.02,2021
1973,29,4,FedEx 2Day® A.M.,94.06,2021
1974,30,4,FedEx First Overnight,265.54,2021
1975,30,4,FedEx Priority Overnight,234.54,2021
1976,30,4,FedEx Std Overnight,219.54,2021
1977,30,4,FedEx 2DAy,86.24,2021
1978,30,4,FedEx Express Saver,76.24,2021
1979,30,4,FedEx 2Day® A.M.,95.50,2021
1980,31,4,FedEx First Overnight,275.51,2021
1981,31,4,FedEx Priority Overnight,244.51,2021
1982,31,4,FedEx Std Overnight,228.99,2021
1983,31,4,FedEx 2DAy,88.57,2021
1984,31,4,FedEx Express Saver,78.46,2021
1985,31,4,FedEx 2Day® A.M.,98.08,2021
1986,32,4,FedEx First Overnight,280.69,2021
1987,32,4,FedEx Priority Overnight,249.69,2021
1988,32,4,FedEx Std Overnight,233.98,2021
1989,32,4,FedEx 2DAy,91.09,2021
1990,32,4,FedEx Express Saver,80.69,2021
1991,32,4,FedEx 2Day® A.M.,100.87,2021
1992,33,4,FedEx First Overnight,284.77,2021
1993,33,4,FedEx Priority Overnight,253.77,2021
1994,33,4,FedEx Std Overnight,238.77,2021
1995,33,4,FedEx 2DAy,93.62,2021
1996,33,4,FedEx Express Saver,83.99,2021
1997,33,4,FedEx 2Day® A.M.,107.25,2021
1998,34,4,FedEx First Overnight,290.17,2021
1999,34,4,FedEx Priority Overnight,259.17,2021
2000,34,4,FedEx Std Overnight,244.17,2021
2001,34,4,FedEx 2DAy,95.59,2021
2002,34,4,FedEx Express Saver,84.32,2021
2003,34,4,FedEx 2Day® A.M.,107.91,2021
2004,35,4,FedEx First Overnight,290.72,2021
2005,35,4,FedEx Priority Overnight,259.72,2021
2006,35,4,FedEx Std Overnight,244.72,2021
2007,35,4,FedEx 2DAy,97.65,2021
2008,35,4,FedEx Express Saver,86.76,2021
2009,35,4,FedEx 2Day® A.M.,108.11,2021
2010,36,4,FedEx First Overnight,300.99,2021
2011,36,4,FedEx Priority Overnight,269.99,2021
2012,36,4,FedEx Std Overnight,254.99,2021
2013,36,4,FedEx 2DAy,99.67,2021
2014,36,4,FedEx Express Saver,90.01,2021
2015,36,4,FedEx 2Day® A.M.,110.37,2021
2016,37,4,FedEx First Overnight,307.28,2021
2017,37,4,FedEx Priority Overnight,276.28,2021
2018,37,4,FedEx Std Overnight,261.28,2021
2019,37,4,FedEx 2DAy,102.08,2021
2020,37,4,FedEx Express Saver,90.34,2021
2021,37,4,FedEx 2Day® A.M.,110.62,2021
2022,38,4,FedEx First Overnight,311.60,2021
2023,38,4,FedEx Priority Overnight,280.60,2021
2024,38,4,FedEx Std Overnight,265.60,2021
2025,38,4,FedEx 2DAy,104.67,2021
2026,38,4,FedEx Express Saver,92.93,2021
2027,38,4,FedEx 2Day® A.M.,114.77,2021
2028,39,4,FedEx First Overnight,316.47,2021
2029,39,4,FedEx Priority Overnight,285.47,2021
2030,39,4,FedEx Std Overnight,270.47,2021
2031,39,4,FedEx 2DAy,106.43,2021
2032,39,4,FedEx Express Saver,94.64,2021
2033,39,4,FedEx 2Day® A.M.,115.19,2021
2034,40,4,FedEx First Overnight,316.97,2021
2035,40,4,FedEx Priority Overnight,285.97,2021
2036,40,4,FedEx Std Overnight,270.97,2021
2037,40,4,FedEx 2DAy,108.97,2021
2038,40,4,FedEx Express Saver,94.84,2021
2039,40,4,FedEx 2Day® A.M.,120.65,2021
2040,41,4,FedEx First Overnight,326.90,2021
2041,41,4,FedEx Priority Overnight,295.90,2021
2042,41,4,FedEx Std Overnight,280.90,2021
2043,41,4,FedEx 2DAy,110.23,2021
2044,41,4,FedEx Express Saver,98.24,2021
2045,41,4,FedEx 2Day® A.M.,122.05,2021
2046,42,4,FedEx First Overnight,330.69,2021
2047,42,4,FedEx Priority Overnight,299.69,2021
2048,42,4,FedEx Std Overnight,284.69,2021
2049,42,4,FedEx 2DAy,112.48,2021
2050,42,4,FedEx Express Saver,100.46,2021
2051,42,4,FedEx 2Day® A.M.,126.02,2021
2052,43,4,FedEx First Overnight,338.36,2021
2053,43,4,FedEx Priority Overnight,307.36,2021
2054,43,4,FedEx Std Overnight,292.36,2021
2055,43,4,FedEx 2DAy,114.19,2021
2056,43,4,FedEx Express Saver,102.34,2021
2057,43,4,FedEx 2Day® A.M.,128.83,2021
2058,44,4,FedEx First Overnight,343.48,2021
2059,44,4,FedEx Priority Overnight,312.48,2021
2060,44,4,FedEx Std Overnight,297.48,2021
2061,44,4,FedEx 2DAy,116.78,2021
2062,44,4,FedEx Express Saver,104.62,2021
2063,44,4,FedEx 2Day® A.M.,134.27,2021
2064,45,4,FedEx First Overnight,346.89,2021
2065,45,4,FedEx Priority Overnight,315.89,2021
2066,45,4,FedEx Std Overnight,300.89,2021
2067,45,4,FedEx 2DAy,118.48,2021
2068,45,4,FedEx Express Saver,104.95,2021
2069,45,4,FedEx 2Day® A.M.,138.82,2021
2070,46,4,FedEx First Overnight,351.97,2021
2071,46,4,FedEx Priority Overnight,320.97,2021
2072,46,4,FedEx Std Overnight,305.95,2021
2073,46,4,FedEx 2DAy,120.86,2021
2074,46,4,FedEx Express Saver,111.23,2021
2075,46,4,FedEx 2Day® A.M.,141.59,2021
2076,47,4,FedEx First Overnight,352.48,2021
2077,47,4,FedEx Priority Overnight,321.48,2021
2078,47,4,FedEx Std Overnight,306.46,2021
2079,47,4,FedEx 2DAy,122.87,2021
2080,47,4,FedEx Express Saver,111.86,2021
2081,47,4,FedEx 2Day® A.M.,141.88,2021
2082,48,4,FedEx First Overnight,352.68,2021
2083,48,4,FedEx Priority Overnight,321.68,2021
2084,48,4,FedEx Std Overnight,306.68,2021
2085,48,4,FedEx 2DAy,125.07,2021
2086,48,4,FedEx Express Saver,112.06,2021
2087,48,4,FedEx 2Day® A.M.,146.54,2021
2088,49,4,FedEx First Overnight,352.88,2021
2089,49,4,FedEx Priority Overnight,321.88,2021
2090,49,4,FedEx Std Overnight,306.88,2021
2091,49,4,FedEx 2DAy,125.31,2021
2092,49,4,FedEx Express Saver,112.26,2021
2093,49,4,FedEx 2Day® A.M.,147.03,2021
2094,50,4,FedEx First Overnight,354.05,2021
2095,50,4,FedEx Priority Overnight,323.05,2021
2096,50,4,FedEx Std Overnight,307.74,2021
2097,50,4,FedEx 2DAy,129.23,2021
2098,50,4,FedEx Express Saver,112.62,2021
2099,50,4,FedEx 2Day® A.M.,150.28,2021
2100,51,4,FedEx First Overnight,377.45,2021
2101,51,4,FedEx Priority Overnight,346.45,2021
2102,51,4,FedEx Std Overnight,324.32,2021
2103,51,4,FedEx 2DAy,132.09,2021
2104,51,4,FedEx Express Saver,119.76,2021
2105,51,4,FedEx 2Day® A.M.,152.72,2021
2106,52,4,FedEx First Overnight,402.24,2021
2107,52,4,FedEx Priority Overnight,371.24,2021
2108,52,4,FedEx Std Overnight,347.99,2021
2109,52,4,FedEx 2DAy,136.34,2021
2110,52,4,FedEx Express Saver,120.48,2021
2111,52,4,FedEx 2Day® A.M.,156.17,2021
2112,53,4,FedEx First Overnight,404.72,2021
2113,53,4,FedEx Priority Overnight,373.72,2021
2114,53,4,FedEx Std Overnight,353.33,2021
2115,53,4,FedEx 2DAy,138.26,2021
2116,53,4,FedEx Express Saver,122.25,2021
2117,53,4,FedEx 2Day® A.M.,164.17,2021
2118,54,4,FedEx First Overnight,405.12,2021
2119,54,4,FedEx Priority Overnight,374.12,2021
2120,54,4,FedEx Std Overnight,359.12,2021
2121,54,4,FedEx 2DAy,140.42,2021
2122,54,4,FedEx Express Saver,122.69,2021
2123,54,4,FedEx 2Day® A.M.,164.97,2021
2124,55,4,FedEx First Overnight,407.82,2021
2125,55,4,FedEx Priority Overnight,376.82,2021
2126,55,4,FedEx Std Overnight,361.82,2021
2127,55,4,FedEx 2DAy,141.64,2021
2128,55,4,FedEx Express Saver,126.56,2021
2129,55,4,FedEx 2Day® A.M.,165.37,2021
2130,56,4,FedEx First Overnight,408.22,2021
2131,56,4,FedEx Priority Overnight,377.22,2021
2132,56,4,FedEx Std Overnight,362.22,2021
2133,56,4,FedEx 2DAy,142.08,2021
2134,56,4,FedEx Express Saver,127.00,2021
2135,56,4,FedEx 2Day® A.M.,165.77,2021
2136,57,4,FedEx First Overnight,408.94,2021
2137,57,4,FedEx Priority Overnight,377.94,2021
2138,57,4,FedEx Std Overnight,362.94,2021
2139,57,4,FedEx 2DAy,146.45,2021
2140,57,4,FedEx Express Saver,130.18,2021
2141,57,4,FedEx 2Day® A.M.,166.17,2021
2142,58,4,FedEx First Overnight,409.39,2021
2143,58,4,FedEx Priority Overnight,378.39,2021
2144,58,4,FedEx Std Overnight,363.39,2021
2145,58,4,FedEx 2DAy,146.89,2021
2146,58,4,FedEx Express Saver,130.63,2021
2147,58,4,FedEx 2Day® A.M.,166.57,2021
2148,59,4,FedEx First Overnight,418.39,2021
2149,59,4,FedEx Priority Overnight,387.39,2021
2150,59,4,FedEx Std Overnight,372.39,2021
2151,59,4,FedEx 2DAy,151.96,2021
2152,59,4,FedEx Express Saver,131.07,2021
2153,59,4,FedEx 2Day® A.M.,170.18,2021
2154,60,4,FedEx First Overnight,419.29,2021
2155,60,4,FedEx Priority Overnight,388.29,2021
2156,60,4,FedEx Std Overnight,373.29,2021
2157,60,4,FedEx 2DAy,152.82,2021
2158,60,4,FedEx Express Saver,131.50,2021
2159,60,4,FedEx 2Day® A.M.,170.89,2021
2160,61,4,FedEx First Overnight,434.91,2021
2161,61,4,FedEx Priority Overnight,403.91,2021
2162,61,4,FedEx Std Overnight,388.91,2021
2163,61,4,FedEx 2DAy,153.26,2021
2164,61,4,FedEx Express Saver,138.47,2021
2165,61,4,FedEx 2Day® A.M.,171.29,2021
2166,62,4,FedEx First Overnight,441.05,2021
2167,62,4,FedEx Priority Overnight,410.05,2021
2168,62,4,FedEx Std Overnight,395.05,2021
2169,62,4,FedEx 2DAy,153.7,2021
2170,62,4,FedEx Express Saver,140.68,2021
2171,62,4,FedEx 2Day® A.M.,174.99,2021
2172,63,4,FedEx First Overnight,444.74,2021
2173,63,4,FedEx Priority Overnight,413.74,2021
2174,63,4,FedEx Std Overnight,398.74,2021
2175,63,4,FedEx 2DAy,154.15,2021
2176,63,4,FedEx Express Saver,141.12,2021
2177,63,4,FedEx 2Day® A.M.,175.50,2021
2178,64,4,FedEx First Overnight,445.14,2021
2179,64,4,FedEx Priority Overnight,414.14,2021
2180,64,4,FedEx Std Overnight,399.14,2021
